device_id,component,start_date,end_date,duration_days,trend_per_day,trend_per_year,r_squared
ID1,declination,2025-03-22 00:00:00+00:00,2025-05-20 00:00:00+00:00,59,0.0,0.0,0.0
ID1,inclination,2025-03-22 00:00:00+00:00,2025-05-20 00:00:00+00:00,59,0.0,0.0,0.0
ID3,declination,2025-03-22 00:00:00+00:00,2025-05-20 00:00:00+00:00,59,0.017050801372643525,6.227805201358048,0.02633710641940068
ID3,inclination,2025-03-22 00:00:00+00:00,2025-05-20 00:00:00+00:00,59,-0.03982735127268333,-14.546940052347587,0.3486095962834367
ID2,declination,2025-03-22 00:00:00+00:00,2025-05-20 00:00:00+00:00,59,0.0,0.0,0.0
ID2,inclination,2025-03-22 00:00:00+00:00,2025-05-20 00:00:00+00:00,59,0.0,0.0,0.0
